GeneID	Symbol	Description	log2(fold change)(Non-lesion-PsA vs lesion-PsA)	-log10(Pvalue)(Non-lesion-PsA vs lesion-PsA)
94039	ZNF101	zinc finger protein 101	-0.745	7.452
284440	LINC00663	long intergenic non-protein coding RNA 663	0.783	2.822
112267872	LOC112267872		0.543	1.644
56242	ZNF253	zinc finger protein 253	0.613	4.563
7643	ZNF90	zinc finger protein 90	0.542	1.456
100129842	ZNF737	zinc finger protein 737	1.363	5.683
199777	ZNF626	zinc finger protein 626	0.93	5.466
7617	ZNF66	zinc finger protein 66	1.014	1.958
284443	ZNF493	zinc finger protein 493	1.253	4.657
105372321	LOC105372321	uncharacterized LOC105372321	1.608	1.799
353088	ZNF429	zinc finger protein 429	0.661	2.201
101929007	LOC101929007	uncharacterized LOC101929007	1.784	2.298
7594	ZNF43	zinc finger protein 43	1.379	3.183
100129543	ZNF730	zinc finger protein 730	2.377	4.539
100132815	IPO5P1	importin 5 pseudogene 1	1.62	4.931
7644	ZNF91	zinc finger protein 91	1.369	3.634
107985285	LOC107985285	uncharacterized LOC107985285	2.752	9.862
105372337	LOC105372337	uncharacterized LOC105372337	3.708	5.715
171392	ZNF675	zinc finger protein 675	0.638	1.63
730087	ZNF726	zinc finger protein 726	1.234	2.62
100505851	LOC100505851	uncharacterized LOC100505851	4.223	4.606
9534	ZNF254	zinc finger protein 254	1.326	2.99
7386	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	-0.631	2.114
105372352	UQCRFS1-DT	UQCRFS1 divergent transcript	1.01	3.006
10775	POP4	POP4 homolog, ribonuclease P/MRP subunit	-0.57	2.655
898	CCNE1	cyclin E1	-2.224	17.863
9745	ZNF536	zinc finger protein 536	1.646	5.141
9141	PDCD5	programmed cell death 5	-0.649	3.436
388531	RGS9BP	regulator of G protein signaling 9 binding protein	3.505	7.425
390916	NUDT19	nudix hydrolase 19	0.681	2.016
91646	TDRD12	tudor domain containing 12	1.421	1.365
85415	RHPN2	rhophilin Rho GTPase binding protein 2	1.292	2.551
126248	WDR88	WD repeat domain 88	0.743	1.794
4037	LRP3	LDL receptor related protein 3	0.612	3.948
80054	CEBPA-DT	CEBPA divergent transcript	0.818	5.116
84306	PDCD2L	programmed cell death 2 like	-0.718	3.535
10054	UBA2	ubiquitin like modifier activating enzyme 2	-0.603	3.061
126374	WTIP	WT1 interacting protein	0.536	2.34
643719	SCGB1B2P	secretoglobin family 1B member 2, pseudogene	1.556	1.865
284402	SCGB2B2	secretoglobin family 2B member 2	1.138	1.822
5349	FXYD3	FXYD domain containing ion transport regulator 3	-0.879	2.724
5348	FXYD1	FXYD domain containing ion transport regulator 1	0.905	5.432
2867	FFAR2	free fatty acid receptor 2	-2.218	8.821
388533	KRTDAP	keratinocyte differentiation associated protein	-1.431	4.866
374897	SBSN	suprabasin	-0.909	2.859
1340	COX6B1	cytochrome c oxidase subunit 6B1	-0.643	2.232
79713	IGFLR1	IGF like family receptor 1	-0.743	4.337
84807	NFKBID	NFKB inhibitor delta	-0.74	2.347
10870	HCST	hematopoietic cell signal transducer	-0.641	2.243
7305	TYROBP	transmembrane immune signaling adaptor TYROBP	-0.84	3.068
163183	SYNE4	spectrin repeat containing nuclear envelope family member 4	1.535	2.435
25999	CLIP3	CAP-Gly domain containing linker protein 3	0.703	4.696
100506930	LINC00665	long intergenic non-protein coding RNA 665	0.503	1.307
57677	ZFP14	ZFP14 zinc finger protein	0.708	4.267
84911	ZNF382	zinc finger protein 382	0.753	1.935
101927621	ZNF567-DT	ZNF567 divergent transcript	0.64	1.371
342892	ZNF850	zinc finger protein 850	0.774	3.017
284408	ZNF790-AS1	ZNF790 antisense RNA 1	0.576	1.808
92285	ZNF585B	zinc finger protein 585B	0.62	3.268
148266	ZNF569	zinc finger protein 569	0.525	2.784
100507433	ZNF571-AS1	ZNF571 antisense RNA 1	0.833	4.524
163255	ZNF540	zinc finger protein 540	0.804	3.029
84775	ZNF607	zinc finger protein 607	0.762	2.553
644554	LOC644554	uncharacterized LOC644554	1.456	6.386
90522	YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein	-0.743	2.438
64073	C19orf33	chromosome 19 open reading frame 33	-0.852	2
9424	KCNK6	potassium two pore domain channel subfamily K member 6	-1.179	31.52
57828	CATSPERG	cation channel sperm associated auxiliary subunit gamma	0.946	3.18
5714	PSMD8	proteasome 26S subunit, non-ATPase 8	-0.591	2.033
199720	GGN	gametogenetin	0.726	2.079
11184	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	-0.548	1.668
105372397	MAP4K1-AS1	MAP4K1 antisense RNA 1	-0.524	1.426
27335	EIF3K	eukaryotic translation initiation factor 3 subunit K	-0.537	1.358
3963	LGALS7	galectin 7	-0.796	1.815
653499	LGALS7B	galectin 7B	-0.968	1.823
1891	ECH1	enoyl-CoA hydratase 1	0.75	2.279
6183	MRPS12	mitochondrial ribosomal protein S12	-1.056	5.133
390928	ACP7	acid phosphatase 7, tartrate resistant (putative)	-3.009	11.039
342897	NCCRP1	NCCRP1, F-box associated domain containing	-1.425	5.694
9535	GMFG	glia maturation factor gamma	-0.899	3.494
7538	ZFP36	ZFP36 ring finger protein	-1.056	4.497
6217	RPS16	ribosomal protein S16	-0.675	1.335
92609	TIMM50	translocase of inner mitochondrial membrane 50	-0.575	3.633
8857	FCGBP	Fc gamma binding protein	1.21	3.566
5704	PSMC4	proteasome 26S subunit, ATPase 4	-0.733	6.384
339327	ZNF546	zinc finger protein 546	0.659	2.22
23646	PLD3	phospholipase D family member 3	0.545	3.322
57716	PRX	periaxin	1.282	11.943
29950	SERTAD1	SERTA domain containing 1	-1.498	6.917
57731	SPTBN4	spectrin beta, non-erythrocytic 4	0.978	2.44
8425	LTBP4	latent transforming growth factor beta binding protein 4	1.07	6.723
9253	NUMBL	NUMB like endocytic adaptor protein	0.599	2.864
80271	ITPKC	inositol-trisphosphate 3-kinase C	-0.569	3.164
171523	CYP2T1P	cytochrome P450 family 2 subfamily T member 1, pseudogene	0.56	2.689
29785	CYP2S1	cytochrome P450 family 2 subfamily S member 1	-1.096	6.198
558	AXL	AXL receptor tyrosine kinase	0.709	3.276
641649	TMEM91	transmembrane protein 91	2.06	2.802
56915	EXOSC5	exosome component 5	-0.685	4.359
90273	CEACAM21	CEA cell adhesion molecule 21	-0.805	2.316
1087	CEACAM7	CEA cell adhesion molecule 7	1.52	2.686
973	CD79A	CD79a molecule	-1.504	2.133
2901	GRIK5	glutamate ionotropic receptor kainate type subunit 5	1.113	3.777
162989	DEDD2	death effector domain containing 2	-0.87	6.693
5050	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	-0.781	4.256
284338	PRR19	proline rich 19	-0.704	3.014
84518	CNFN	cornifelin	-3.446	24.378
101930071	LOC101930071	uncharacterized LOC101930071	-1.429	4.594
100996307	LIPE-AS1	LIPE antisense RNA 1	-2.21	11.587
284340	CXCL17	C-X-C motif chemokine ligand 17	-2.152	7.046
5676	PSG7	pregnancy specific beta-1-glycoprotein 7	-1.285	2.199
57126	CD177	CD177 molecule	-5.109	11.116
83639	TEX101	testis expressed 101	-3.549	16.245
27076	LYPD3	LY6/PLAUR domain containing 3	-1.001	6.361
23474	ETHE1	ETHE1 persulfide dioxygenase	-0.741	3.245
5329	PLAUR	plasminogen activator, urokinase receptor	-1.59	6.917
3783	KCNN4	potassium calcium-activated channel subfamily N member 4	0.868	1.531
284348	LYPD5	LY6/PLAUR domain containing 5	-1.505	5.705
7771	ZNF112	zinc finger protein 112	0.614	2.681
26974	ZNF285	zinc finger protein 285	0.757	1.72
56971	CEACAM19	CEA cell adhesion molecule 19	-0.961	6.921
602	BCL3	BCL3 transcription coactivator	-1.06	6.26
23624	CBLC	Cbl proto-oncogene C	-0.699	8.871
10452	TOMM40	translocase of outer mitochondrial membrane 40	-0.512	2.137
348	APOE	apolipoprotein E	1.418	6.318
341	APOC1	apolipoprotein C1	2.599	5.01
100533990	APOC4-APOC2	APOC4-APOC2 readthrough (NMD candidate)	0.669	1.516
5971	RELB	RELB proto-oncogene, NF-kB subunit	-0.744	4.243
79760	GEMIN7	gem nuclear organelle associated protein 7	-0.66	2.773
105372419	GEMIN7-AS1	GEMIN7 antisense RNA 1	-0.679	2.116
2354	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit	-1.777	3.16
147699	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)	-0.576	1.811
24139	EML2	EMAP like 2	0.954	7.299
6633	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide	-0.658	1.518
23403	FBXO46	F-box protein 46	-0.525	2.175
4858	NOVA2	NOVA alternative splicing regulator 2	0.627	1.996
147920	IGFL2	IGF like family member 2	1.859	9.444
388555	IGFL3	IGF like family member 3	0.897	3.3
105376901	LOC105376901		2.628	11.553
105372424	LOC105372424	uncharacterized LOC105372424	2.054	17.325
645553	IGFL2-AS1	IGFL2 antisense RNA 1	1.468	3.303
374918	IGFL1	IGF like family member 1	-3.859	23.092
64344	HIF3A	hypoxia inducible factor 3 subunit alpha	1.565	4.747
83987	CCDC8	coiled-coil domain containing 8	1.287	6.231
55228	PNMA8A	PNMA family member 8A	1.102	2.437
57469	PNMA8B	PNMA family member 8B	0.956	6.779
147906	DACT3	dishevelled binding antagonist of beta catenin 3	0.824	3.39
1175	AP2S1	adaptor related protein complex 2 subunit sigma 1	-0.972	5.117
4861	NPAS1	neuronal PAS domain protein 1	1.347	8.111
54958	TMEM160	transmembrane protein 160	-0.646	3.6
728	C5AR1	complement C5a receptor 1	-1.137	2.695
27202	C5AR2	complement C5a receptor 2	-0.908	3.152
56917	MEIS3	Meis homeobox 3	0.51	1.514
11133	KPTN	kaptin, actin binding protein	-0.801	8.466
29997	NOP53	NOP53 ribosome biogenesis factor	0.637	4.552
106144593	NOP53-AS1	NOP53 antisense RNA 1	0.673	4.438
374920	ZSWIM9	zinc finger SWIM-type containing 9	0.695	4.042
100505812	CARD8-AS1	CARD8 antisense RNA 1	-0.925	3.352
93233	ODAD1	outer dynein arm docking complex subunit 1	1.126	3.132
6820	SULT2B1	sulfotransferase family 2B member 1	-0.852	3.241
54854	FAM83E	family with sequence similarity 83 member E	0.785	1.965
126147	NTN5	netrin 5	1.422	2.187
2524	FUT2	fucosyltransferase 2	-2.234	19.367
105447645	LOC105447645	uncharacterized LOC105447645	-1.945	12.473
2523	FUT1	fucosyltransferase 1 (H blood group)	-1.45	13.147
587	BCAT2	branched chain amino acid transaminase 2	2.076	7.486
105372432	LOC105372432	uncharacterized LOC105372432	2.29	7.864
581	BAX	BCL2 associated X, apoptosis regulator	-0.679	6.926
10856	RUVBL2	RuvB like AAA ATPase 2	-0.557	3.583
28968	SLC6A16	solute carrier family 6 member 16	0.717	2.12
57030	SLC17A7	solute carrier family 17 member 7	1.112	4.914
51070	NOSIP	nitric oxide synthase interacting protein	-0.74	2.811
83596	BCL2L12	BCL2 like 12	-0.514	6.022
3276	PRMT1	protein arginine methyltransferase 1	-0.84	5.592
126129	CPT1C	carnitine palmitoyltransferase 1C	-0.503	2.159
259307	IL4I1	interleukin 4 induced 1	-1.299	12.068
79784	MYH14	myosin heavy chain 14	2.047	16.79
256236	NAPSB	napsin B aspartic peptidase, pseudogene	-1.125	6.175
6689	SPIB	Spi-B transcription factor	-1.876	3.984
126119	JOSD2	Josephin domain containing 2	-0.746	5.996
50944	SHANK1	SH3 and multiple ankyrin repeat domains 1	0.84	1.85
84798	C19orf48	multidrug resistance-related protein	-0.577	4.452
3816	KLK1	kallikrein 1	1.102	8.973
5653	KLK6	kallikrein related peptidase 6	-2.211	4.064
105372442	LOC105372442	uncharacterized LOC105372442	-2.249	4.452
5650	KLK7	kallikrein related peptidase 7	-1.067	3.42
11202	KLK8	kallikrein related peptidase 8	-1.977	9.59
284366	KLK9	kallikrein related peptidase 9	-4.132	26.664
5655	KLK10	kallikrein related peptidase 10	-2.086	8.17
11012	KLK11	kallikrein related peptidase 11	-0.952	3.695
26085	KLK13	kallikrein related peptidase 13	-3.805	20.481
43847	KLK14	kallikrein related peptidase 14	-0.868	1.567
27180	SIGLEC9	sialic acid binding Ig like lectin 9	-0.681	2.014
402665	IGLON5	IgLON family member 5	-1.427	3.071
147645	VSIG10L	V-set and immunoglobulin domain containing 10 like	-0.915	2.561
4818	NKG7	natural killer cell granule protein 7	-1.735	7.347
89790	SIGLEC10	sialic acid binding Ig like lectin 10	-0.775	2.064
946	SIGLEC6	sialic acid binding Ig like lectin 6	0.535	1.397
100049587	SIGLEC14	sialic acid binding Ig like lectin 14	-0.73	1.591
147650	SPACA6	sperm acrosome associated 6	0.685	1.752
2357	FPR1	formyl peptide receptor 1	-3.34	12.872
2359	FPR3	formyl peptide receptor 3	-0.62	2.436
84765	ZNF577	zinc finger protein 577	0.749	2.661
284370	ZNF615	zinc finger protein 615	0.584	5.133
90317	ZNF616	zinc finger protein 616	0.53	3.071
90321	ZNF766	zinc finger protein 766	0.542	5.536
162963	ZNF610	zinc finger protein 610	1.077	3.202
102724105	ZNF528-AS1	ZNF528 antisense RNA 1	0.757	1.926
84436	ZNF528	zinc finger protein 528	0.934	5.168
147660	ZNF578	zinc finger protein 578	1.065	5.966
162967	ZNF320	zinc finger protein 320	0.622	2.642
90338	ZNF160	zinc finger protein 160	0.521	2.468
55786	ZNF415	zinc finger protein 415	0.744	3.202
84671	ZNF347	zinc finger protein 347	0.54	5.529
79788	ZNF665	zinc finger protein 665	0.867	5.509
342926	ZNF677	zinc finger protein 677	0.834	3.929
91663	MYADM	myeloid associated differentiation marker	0.735	3.309
147798	TMC4	transmembrane channel like 4	1.109	2.196
11025	LILRB3	leukocyte immunoglobulin like receptor B3	-1.328	4.602
79168	LILRA6	leukocyte immunoglobulin like receptor A6	-0.891	1.934
10288	LILRB2	leukocyte immunoglobulin like receptor B2	-1.083	4.289
23547	LILRA4	leukocyte immunoglobulin like receptor A4	-2.713	11.106
3903	LAIR1	leukocyte associated immunoglobulin like receptor 1	-0.613	2.668
57348	TTYH1	tweety family member 1	1.626	8.952
148170	CDC42EP5	CDC42 effector protein 5	-0.915	6.616
3904	LAIR2	leukocyte associated immunoglobulin like receptor 2	-2.591	7.832
11027	LILRA2	leukocyte immunoglobulin like receptor A2	-0.686	1.52
10859	LILRB1	leukocyte immunoglobulin like receptor B1	-1.771	8.162
11006	LILRB4	leukocyte immunoglobulin like receptor B4	-1.094	3.339
7138	TNNT1	troponin T1, slow skeletal type	0.794	2.249
101930593	DNAAF3-AS1	DNAAF3 antisense RNA 1	0.942	2.026
23640	HSPBP1	HSPA (Hsp70) binding protein 1	-0.771	6.462
84446	BRSK1	BR serine/threonine kinase 1	1.243	3.825
284417	TMEM150B	transmembrane protein 150B	-0.965	1.782
27338	UBE2S	ubiquitin conjugating enzyme E2 S	-0.563	1.581
79763	ISOC2	isochorismatase domain containing 2	-0.614	2.704
284297	SSC5D	scavenger receptor cysteine rich family member with 5 domains	0.912	2.23
107983998	LOC107983998	uncharacterized LOC107983998	0.592	1.369
386758	ZNF582-DT	ZNF582 divergent transcript	0.633	1.385
63934	ZNF667	zinc finger protein 667	1.138	4.765
100128252	ZNF667-AS1	ZNF667 antisense RNA 1 (head to head)	0.847	3.323
57573	ZNF471	zinc finger protein 471	1.359	10.244
140612	ZFP28	ZFP28 zinc finger protein	0.784	6.03
112268241	ZNF470-DT	ZNF470 divergent transcript	0.688	1.47
388566	ZNF470	zinc finger protein 470	0.653	6.796
5178	PEG3	paternally expressed 3	0.843	4.287
105372476	ZNF460-AS1	ZNF460 antisense RNA 1	0.89	1.747
10597	TRAPPC2B	trafficking protein particle complex subunit 2B	-0.581	2.007
400720	ZNF772	zinc finger protein 772	0.502	2.942
256051	ZNF549	zinc finger protein 549	0.595	7.581
162972	ZNF550	zinc finger protein 550	0.557	2.487
284307	ZIK1	zinc finger protein interacting with K protein 1	0.629	3.825
147686	ZNF418	zinc finger protein 418	0.924	2.652
80095	ZNF606	zinc finger protein 606	0.725	6.954
100128398	LOC100128398	uncharacterized LOC100128398	0.956	7.109
7694	ZNF135	zinc finger protein 135	1.507	5.074
65982	ZSCAN18	zinc finger and SCAN domain containing 18	1.433	21.429
105372480	LOC105372480	uncharacterized LOC105372480	-0.558	1.679
162968	ZNF497	zinc finger protein 497	0.711	3.174
646862	RNF225	ring finger protein 225	-1.936	5.259
110806301	LINC02560	long intergenic non-protein coding RNA 2560	-1.762	8.598
107985423	LOC107985423	uncharacterized LOC107985423	1.352	2.034
51378	ANGPT4	angiopoietin 4	1.025	3.518
100528031	FKBP1A-SDCBP2	FKBP1A-SDCBP2 readthrough (NMD candidate)	-0.722	3.065
27111	SDCBP2	syndecan binding protein 2	-0.926	3.221
55423	SIRPG	signal regulatory protein gamma	-1.622	7.398
107984104	LOC107984104		-0.73	1.538
7053	TGM3	transglutaminase 3	-2.722	14.566
343641	TGM6	transglutaminase 6	-2.641	2.149
6628	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	-0.811	4.554
10528	NOP56	NOP56 ribonucleoprotein	-0.807	20.312
100302138	MIR1292	microRNA 1292	-0.668	2.707
692201	SNORD86	small nucleolar RNA, C/D box 86	-1.831	13.036
57593	EBF4	EBF family member 4	0.593	3.181
56265	CPXM1	carboxypeptidase X, M14 family member 1	-0.903	1.803
9762	LZTS3	leucine zipper tumor suppressor family member 3	0.588	2.05
3704	ITPA	inosine triphosphatase	-0.748	7.943
80332	ADAM33	ADAM metallopeptidase domain 33	0.896	2.15
54976	C20orf27	chromosome 20 open reading frame 27	-0.511	2.95
994	CDC25B	cell division cycle 25B	-1.316	13.409
11237	RNF24	ring finger protein 24	0.619	2.409
54498	SMOX	spermine oxidase	-1.444	4.942
9962	SLC23A2	solute carrier family 23 member 2	-1.026	3.372
5111	PCNA	proliferating cell nuclear antigen	-1.027	13.433
100302739	PCNA-AS1	PCNA antisense RNA 1	-1.044	12.753
56261	GPCPD1	glycerophosphocholine phosphodiesterase 1	-0.901	11.493
149840	SHLD1	shieldin complex subunit 1	-0.859	3.171
164312	LRRN4	leucine rich repeat neuronal 4	0.569	1.603
55612	FERMT1	FERM domain containing kindlin 1	-1.479	9.149
23236	PLCB1	phospholipase C beta 1	0.806	3.681
5332	PLCB4	phospholipase C beta 4	1.225	6.203
8195	MKKS	MKKS centrosomal shuttling protein	-0.562	2.347
22903	BTBD3	BTB domain containing 3	-0.688	6.141
140862	ISM1	isthmin 1	1.151	5.099
105372539	LOC105372539		1.331	2.06
79133	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	-0.529	1.427
140733	MACROD2	mono-ADP ribosylhydrolase 2	2.111	13.988
6629	SNRPB2	small nuclear ribonucleoprotein polypeptide B2	-0.525	1.765
5126	PCSK2	proprotein convertase subtilisin/kexin type 2	0.845	4.063
631	BFSP1	beaded filament structural protein 1	-0.731	2.518
55184	DZANK1	double zinc ribbon and ankyrin repeat domains 1	0.577	1.603
10621	POLR3F	RNA polymerase III subunit F	-0.501	2.941
100270804	LCDR	lysosome cell death regulator	0.649	1.451
54453	RIN2	Ras and Rab interactor 2	-0.696	6.927
51126	NAA20	N-alpha-acetyltransferase 20, NatB catalytic subunit	-0.863	2.927
5075	PAX1	paired box 1	0.994	1.595
7056	THBD	thrombomodulin	-0.725	4.323
29107	NXT1	nuclear transport factor 2 like export factor 1	-0.999	3.86
105372576	WAKMAR1	wound and keratinocyte migration associated lncRNA 1	4.587	13.149
105372578	LINC02967	long intergenic non-protein coding RNA 2967	0.61	1.604
8530	CST7	cystatin F	-1.589	9.333
57136	APMAP	adipocyte plasma membrane associated protein	1.412	2.13
84532	ACSS1	acyl-CoA synthetase short chain family member 1	0.568	2.101
105372579	LOC105372579	uncharacterized LOC105372579	1.018	1.933
5834	PYGB	glycogen phosphorylase B	0.837	7.036
9837	GINS1	GINS complex subunit 1	-1.213	11.258
22981	NINL	ninein like	0.616	1.603
102724826	ZNF337-AS1	ZNF337 antisense RNA 1	0.524	2.179
728882	FAM182B	family with sequence similarity 182 member B	-0.794	2.385
101926935	LOC101926935	uncharacterized LOC101926935	0.84	2.711
284800	FAM182A	family with sequence similarity 182 member A	-1.012	2.231
284802	FRG1BP	FSHD region gene 1 family member B, pseudogene	0.503	3.176
81502	HM13	histocompatibility minor 13	-0.646	7.965
3397	ID1	inhibitor of DNA binding 1	-0.868	4.597
22974	TPX2	TPX2 microtubule nucleation factor	-1.408	13.576
3055	HCK	HCK proto-oncogene, Src family tyrosine kinase	-0.934	6.137
128854	TSPY26P	testis specific protein Y-linked 26, pseudogene	0.648	1.42
149951	COMMD7	COMM domain containing 7	-0.708	2.607
1789	DNMT3B	DNA methyltransferase 3 beta	-0.744	3.469
9139	CBFA2T2	CBFA2/RUNX1 partner transcriptional co-repressor 2	0.637	2.706
11264	PXMP4	peroxisomal membrane protein 4	0.732	1.375
8894	EIF2S2	eukaryotic translation initiation factor 2 subunit beta	-0.832	5.919
434	ASIP	agouti signaling protein	2.009	8.877
191	AHCY	adenosylhomocysteinase	-0.887	3.609
2686	GGT7	gamma-glutamyltransferase 7	0.512	5.563
55902	ACSS2	acyl-CoA synthetase short chain family member 2	1.531	4.751
57644	MYH7B	myosin heavy chain 7B	0.773	2.367
55741	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2	-0.539	3.637
10544	PROCR	protein C receptor	-0.853	2.631
3692	EIF6	eukaryotic translation initiation factor 6	-1.141	8.192
128876	FAM83C	family with sequence similarity 83 member C	-0.578	2.651
80307	FER1L4	fer-1 like family member 4 (pseudogene)	1.683	1.705
140823	ROMO1	reactive oxygen species modulator 1	-0.821	2.15
51282	SCAND1	SCAN domain containing 1	-0.528	2.045
10398	MYL9	myosin light chain 9	0.538	1.455
100527943	TGIF2-RAB5IF	TGIF2-RAB5IF readthrough	-1.32	5.506
55969	RAB5IF	RAB5 interacting factor	-1.284	5.492
84174	SLA2	Src like adaptor 2	-1.35	7.857
